"Unique ID";"Name";"Nation";"Division";"Rep";"Av Age";"Balance";"Trn Budget S";"Trn Budget R";"Wage Budget";"Status";"TF";"YF";"JC";"Stad Cap";"Av Att";"Rating";"Pot Rating"
"19.009.037";"Atlético Tubarão";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"3.500";"329";"0,0%";"0,0%"
"311.959";"Atlético Universitário";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"4";"3.000";"1.000";"0,0%";"0,0%"
"19.227.768";"Audax (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"27,3";"0";"0";"0";"0";"Professional";"12";"12";"10";"17.430";"1.500";"17,5%";"19,0%"
"19.076.257";"Audax Rio";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.100";"27,6";"0";"0";"0";"0";"Professional";"8";"8";"10";"8.500";"100";"63,2%";"66,0%"
"2.102.147";"Audax São Paulo";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"13";"10";"6";"10.800";"500";"0,0%";"0,0%"
"312.295";"Auto EC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"309.643";"Auto Esporte (PB)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"2";"35.000";"2.700";"0,0%";"0,0%"
"313.367";"Auto Esporte (PI)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"4";"5.144";"750";"0,0%";"0,0%"
"107.208";"Avaí";"Brazil";"Brasileirão Série B Betano";"5.800";"29,1";"-83.390";"80.440";"80.440";"69.220";"Professional";"11";"10";"8";"17.800";"10.332";"71,1%";"73,0%"
"301.262";"Avenida";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.500";"30,2";"0";"0";"0";"0";"Professional";"4";"3";"3";"6.000";"1.500";"64,8%";"67,8%"
"2.000.066.145";"Aymorés (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"3";"2.000";"400";"0,0%";"0,0%"
"19.392.509";"Azuriz";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.300";"25,7";"0";"0";"0";"0";"Professional";"10";"10";"8";"2.100";"250";"65,4%";"70,0%"
"309.654";"Bacabal";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"5";"7.856";"1.584";"0,0%";"0,0%"
"309.735";"Bagé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.250";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"6";"10.000";"900";"0,0%";"0,0%"
"315";"Bahia";"Brazil";"Brasileirão Assaí";"6.300";"26,8";"8.029.430";"4.826.160";"4.826.160";"260.580";"Professional";"16";"14";"9";"50.025";"36.489";"75,8%";"77,9%"
"320.262";"Bahia de Feira";"Brazil";"Brasileirão Série D";"3.000";"29,8";"0";"0";"0";"0";"Professional";"6";"4";"4";"4.000";"1.200";"62,6%";"65,3%"
"309.753";"Baiano de Tênis (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"309.673";"Bandeirante (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.250";"26,5";"0";"0";"0";"0";"Professional";"4";"5";"5";"8.240";"1.700";"44,3%";"47,5%"
"104.775";"Bangu";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.700";"26,7";"0";"0";"0";"0";"Professional";"7";"7";"7";"9.564";"750";"62,4%";"67,2%"
"309.628";"Baraúnas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"27,6";"0";"0";"0";"0";"Professional";"9";"5";"6";"5.000";"2.000";"45,0%";"47,8%"
"319.124";"Barbalha";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.650";"29,5";"0";"0";"0";"0";"Professional";"3";"2";"3";"3.000";"500";"11,1%";"11,7%"
"320.391";"Barbará (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.110.429";"Barcelona (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"8.300";"600";"0,0%";"0,0%"
"19.318.744";"Barcelona (RO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"5.000";"200";"0,0%";"0,0%"
"19.023.759";"Barcelona (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"5";"10.800";"125";"0,0%";"0,0%"
"2.000.053.639";"Barcelona de Ilhéus";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.550";"28,5";"0";"0";"0";"0";"Professional";"4";"4";"5";"5.379";"200";"61,5%";"64,8%"
"301.296";"Baré";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"7";"3";"6";"5.000";"1.600";"0,0%";"0,0%"
"19.213.392";"Barra (SC)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.800";"28,4";"0";"0";"0";"0";"Professional";"6";"6";"5";"10.000";"250";"65,3%";"67,8%"
"19.367.845";"Barra (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"6";"2.000";"200";"0,0%";"0,0%"
"19.156.764";"Barra da Tijuca";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"5.014";"501";"0,0%";"0,0%"
"314.777";"Barra de Teresópolis";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"1";"1";"1";"6.000";"600";"0,0%";"0,0%"
"313.190";"Barra do Garças";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"5";"5.000";"700";"0,0%";"0,0%"
"19.025.445";"Barra Mansa";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"5";"5.000";"500";"0,0%";"0,0%"
"19.006.627";"Barras";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"7";"6";"6";"5.000";"2.257";"0,0%";"0,0%"
"19.275.450";"Barreiros";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"5";"1.200";"250";"0,0%";"0,0%"
"316.785";"Barretos";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"28,5";"0";"0";"0";"0";"Professional";"4";"2";"3";"13.000";"800";"10,8%";"11,6%"
"313.439";"Barroso (AL)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.041.305";"Baruch Imbituba";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"5.000";"250";"0,0%";"0,0%"
"2.000.318.090";"Batalhão (TO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"29,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"8.000";"250";"17,0%";"18,1%"
"318.889";"Batatais";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"13.000";"620";"0,0%";"0,0%"
"301.214";"Batel";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"7";"5";"3";"2.300";"1.500";"0,0%";"0,0%"
"314.779";"Bayer (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.135.658";"Bela Vista (GO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"3.000";"200";"0,0%";"0,0%"
"19.169.996";"Bela Vista (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"4.000";"200";"0,0%";"0,0%"
"2.000.156.264";"Bela Vista (TO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"2.000";"200";"0,0%";"0,0%"
"2.000.240.045";"Belenense (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"4";"300";"100";"0,0%";"0,0%"
"2.000.098.765";"Belford Roxo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"5.000";"200";"0,0%";"0,0%"
"19.023.850";"Belo Jardim";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"5";"7.050";"250";"0,0%";"0,0%"
"19.170.069";"Betim Futebol";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.650";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"2.000";"150";"0,0%";"0,0%"
"19.339.792";"Betis (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"5.000";"200";"0,0%";"0,0%"
"19.018.706";"Blumenau";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"5";"2.500";"345";"0,0%";"0,0%"
"316.773";"Blumenau EC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"1";"1";"1";"4.000";"2.000";"0,0%";"0,0%"
"310.700";"Boa";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.850";"23,0";"0";"0";"0";"0";"Professional";"10";"2";"2";"15.471";"750";"11,2%";"12,2%"
"309.137";"Boavista (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.400";"25,1";"0";"0";"0";"0";"Professional";"7";"7";"7";"8.500";"800";"64,2%";"69,3%"
"2.103.277";"Boca Júnior (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"2.000";"700";"0,0%";"0,0%"
"2.000.283.722";"Bom Jesus (RS)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Amateur";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"309.138";"Bonsucesso";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"2.390";"600";"0,0%";"0,0%"
"19.145.262";"Boquinhense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"5.000";"200";"0,0%";"0,0%"
"19.363.426";"Boston City (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"5";"8.000";"200";"0,0%";"0,0%"
"316";"Botafogo";"Brazil";"Brasileirão Assaí";"7.200";"27,2";"4.374.400";"4.021.800";"4.021.800";"262.490";"Professional";"13";"11";"12";"44.461";"26.691";"76,4%";"78,6%"
"309.751";"Botafogo (BA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"2";"3";"3";"6.000";"500";"0,0%";"0,0%"
"19.027.012";"Botafogo (DF)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"8";"3";"6";"27.000";"1.860";"0,0%";"0,0%"
"301.208";"Botafogo (PB)";"Brazil";"Brasileirão Série C";"4.500";"27,4";"303.350";"0";"0";"15.350";"Professional";"10";"8";"7";"35.000";"6.052";"65,2%";"69,1%"
"314.098";"Botafogo (PI)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"4";"5.144";"730";"0,0%";"0,0%"
"314.620";"Botafogo (RO)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.317.912";"Botafogo (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"8.000";"200";"0,0%";"0,0%"
"121.265";"Botafogo (SP)";"Brazil";"Brasileirão Série B Betano";"5.200";"27,1";"302.280";"64.350";"64.350";"32.800";"Professional";"9";"8";"7";"29.292";"3.071";"69,0%";"71,6%"
"313.279";"Bragantino (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"28,0";"0";"0";"0";"0";"Professional";"7";"6";"6";"5.000";"1.400";"16,3%";"16,9%"
"314.612";"Brasil (CE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.295.783";"Brasil (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.044.039";"Brasil (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"308.236";"Brasil de Farroupilha";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"5";"5.000";"1.500";"0,0%";"0,0%"
"301.264";"Brasil de Pelotas";"Brazil";"Brasileirão Série D";"3.900";"23,7";"0";"0";"0";"0";"Professional";"7";"7";"7";"15.361";"3.276";"62,4%";"68,8%"
"2.000.004.150";"Brasil Suburbano";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.339.780";"Brasileirinho";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"6";"8.300";"200";"0,0%";"0,0%"
"301.135";"Brasília";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"27,0";"0";"0";"0";"0";"Professional";"6";"4";"4";"72.788";"1.000";"6,0%";"6,5%"
"309.670";"Brasiliense";"Brazil";"Brasileirão Série D";"3.400";"29,6";"0";"0";"0";"0";"Professional";"10";"8";"7";"27.000";"1.500";"64,3%";"66,7%"
"19.040.411";"Brasilis";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"9";"9";"9";"3.500";"300";"0,0%";"0,0%"
"301.136";"Brazlândia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"4";"5.000";"1.400";"0,0%";"0,0%"
"309.781";"Britânia (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"301.302";"Brusque";"Brazil";"Brasileirão Série C";"5.050";"28,6";"137.110";"8.040";"8.040";"27.240";"Professional";"9";"7";"7";"2.000";"1.300";"68,7%";"70,4%"
"309.770";"Brusquense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"2";"3";"3";"5.000";"800";"0,0%";"0,0%"
"19.036.923";"Búzios";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"1.000";"200";"0,0%";"0,0%"
"19.019.864";"CA Audax (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"320.680";"CA Estudantes (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"314.781";"CA Guanabara (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.374.757";"CAAC Brasil";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"1.000";"50";"0,0%";"0,0%"
"303.014";"Cabense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"5.459";"870";"0,0%";"0,0%"
"314.309";"Cabo Branco (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"1.000";"250";"0,0%";"0,0%"
"301.247";"Cabofriense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.050";"0,0";"0";"0";"0";"0";"Professional";"10";"5";"5";"12.000";"1.000";"0,0%";"0,0%"
"19.052.629";"Caçadorense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"4";"6.500";"200";"0,0%";"0,0%"
"19.019.939";"Cacerense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"7";"3";"6";"5.000";"345";"0,0%";"0,0%"
"313.222";"Cáceres";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"830";"0,0%";"0,0%"
"311.957";"Cachoeiro";"Brazil";"Eerste klasse A";"250";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"4";"5.000";"900";"0,0%";"0,0%"
"2.000.012.133";"Caeté";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"33,3";"0";"0";"0";"0";"Professional";"3";"4";"4";"5.000";"100";"17,5%";"17,8%"
"313.299";"Caiçara";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"8.000";"600";"0,0%";"0,0%"
"19.005.303";"Calafete (MG)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.182";"Caldense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.350";"25,0";"0";"0";"0";"0";"Professional";"8";"3";"4";"7.600";"2.000";"6,3%";"6,6%"
"313.675";"Calouros do Ar";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"22.000";"700";"0,0%";"0,0%"
"301.115";"Camaçari";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"8";"5";"6";"7.000";"1.520";"0,0%";"0,0%"
"8.832.329";"Camaçariense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"7.000";"1.200";"0,0%";"0,0%"
"19.066.402";"Cambará";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.023.901";"Cambé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"3";"5";"4";"26.000";"234";"0,0%";"0,0%"
"8.832.366";"Camboriú";"Brazil";"Brasileirão Série D";"1.700";"22,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"2.000";"600";"5,6%";"6,3%"
"19.112.044";"Cametá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"26,8";"0";"0";"0";"0";"Professional";"4";"4";"5";"8.000";"900";"21,9%";"23,2%"
"19.152.077";"Campineira";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.210";"Campinense";"Brazil";"Brasileirão Série D";"3.350";"24,2";"0";"0";"0";"0";"Professional";"9";"7";"8";"35.000";"4.100";"61,5%";"66,5%"
"19.342.669";"Campo Grande (CE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"17.000";"300";"0,0%";"0,0%"
"301.249";"Campo Grande (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"18.000";"500";"0,0%";"0,0%"
"19.066.531";"Campo Mourão";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"2.500";"400";"0,0%";"0,0%"
"2.000.255.424";"Campo Novo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"3.500";"200";"0,0%";"0,0%"
"19.325.790";"Campos (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"7";"2.000";"200";"0,0%";"0,0%"
"312.294";"Campos Elísios";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.382.026";"Canaã (DF)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"27.000";"250";"0,0%";"0,0%"
"2.000.281.081";"Canaã (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"29,8";"0";"0";"0";"0";"Professional";"2";"3";"3";"5.000";"100";"44,6%";"45,9%"
"19.023.909";"Canindé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"5";"3.000";"210";"0,0%";"0,0%"
"314.976";"Canoas SC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"8";"6";"5";"10.000";"1.500";"0,0%";"0,0%"
"19.204.044";"Canoinhas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"6";"3.000";"200";"0,0%";"0,0%"
"311.112";"Canto do Rio";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"4.000";"700";"0,0%";"0,0%"
"313.442";"Capelense (AL)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"5";"5.000";"497";"0,0%";"0,0%"
"19.005.469";"Capital (DF)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"31,6";"0";"0";"0";"0";"Professional";"6";"4";"5";"12.000";"1.023";"65,2%";"66,7%"
"19.275.235";"Capital (TO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"32,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"8.000";"300";"17,3%";"17,8%"
"2.000.152.145";"Capitão Poço";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"2";"3.500";"200";"0,0%";"0,0%"
"318.891";"Capivariano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"25,5";"-2.750";"0";"0";"0";"Professional";"2";"4";"4";"15.406";"900";"63,2%";"68,1%"
"19.143.843";"Capixaba";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"44,0";"0";"0";"0";"0";"Professional";"3";"3";"2";"1.000";"300";"5,6%";"5,6%"
"308.940";"Carajás";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"22,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"5.000";"759";"5,6%";"5,9%"
"19.169.995";"Carapebus";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"3.000";"200";"0,0%";"0,0%"
"2.000.133.606";"Caravaggio (SC)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"6";"1.000";"200";"0,0%";"0,0%"
"19.112.462";"Carazinho";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"4.000";"300";"0,0%";"0,0%"
"2.000.004.151";"Carbonífera";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"314.782";"Carioca (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.079.925";"Cariri";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"4";"17.000";"200";"0,0%";"0,0%"
"19.341.556";"Carlos Renaux";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"10";"8";"5";"5.000";"300";"0,0%";"0,0%"
"2.000.288.716";"Carmópolis";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"32,2";"0";"0";"0";"0";"Professional";"1";"1";"1";"5.000";"100";"46,1%";"47,2%"
"19.338.533";"Caruaru City";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"50";"0";"0";"0";"Professional";"10";"8";"5";"6.000";"200";"0,0%";"0,0%"
"301.370";"Cascavel CR";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"28.125";"700";"0,0%";"0,0%"
"19.046.984";"Cascavel EC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"311.962";"Casimiro de Abreu";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"5.000";"850";"0,0%";"0,0%"
"313.234";"Cassilandense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"6";"5.000";"720";"0,0%";"0,0%"
"301.206";"Castanhal";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.900";"31,3";"0";"0";"0";"0";"Professional";"8";"5";"6";"5.000";"1.200";"63,6%";"65,9%"
"19.128.177";"Castelense (ES)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"3.000";"300";"0,0%";"0,0%"
